IC,Cycles,CPI,CT_ns,ET_s,DL1_miss_rate,DL1_misses,DL1_accesses
9674247995,3967827374,0.410143,0.218773,0.868053,0.230476,1293866313,561389889577379378185,66247282460,0.856136,0.215942,14.305573,0.230020,10362661251,45051074888
